id;issue_d;loan_amnt;loan_status;funded_amnt;term;int_rate;installment;grade;sub_grade;verification_status;url;addr_state;total_pymnt
53634489;Jul-15;34000.0;Current;34000.0; 36 months;19.19;1249.58;E;E3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=53634489;KS;7461.23
61762703;;6000.0;Current;6000.0; 36 months;дек.69;201.27;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61762703;NC;599.58
66054568;Dec-15;27500.0;Current;27500.0;;ное.99;611.59;C;C1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66054568;OH;629.9
56562647;Jul-15;35000.0;Fully Paid;35000.0; 36 months;13.33;1184.86;C;C3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56562647;TN;36667.8
46305821;Apr-15;10000.0;Current;10000.0; 36 months;юни.92;308.41;A;A4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46305821;RI;2463.44
64038324;Nov-15;20000.0;Current;20000.0; 36 months;окт.99;654.68;B;B4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64038324;CA;1297.15
45814285;Apr-15;14400.0;Current;14400.0; 36 months;авг.18;452.45;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=45814285;FL;3613.06
53061481;Jul-15;25000.0;Current;25000.0; 60 months;сеп.99;531.06;B;B3;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=53061481;CO;3158.61
65642248;Dec-15;13550.0;Current;13550.0; 36 months;13.67;460.94;C;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65642248;PA;440.36
43145751;Mar-15;25000.0;Current;25000.0; 36 months;окт.99;818.35;B;B4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43145751;WI;8168.24
38658314;Jan-15;5000.0;Late (31-120 days);5000.0; 36 months;дек.39;167.01;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38658314;OR;1666.66
62206001;Oct-15;25000.0;Current;25000.0; 60 months;18.25;638.25;E;E1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62206001;DE;1889.4
57234290;Aug-15;16800.0;Current;16800.0; 60 months;дек.69;379.6;C;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57234290;PA;1494.71
46823927;Apr-15;14500.0;Current;; 36 months;окт.99;474.65;B;B4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46823927;DC;3788.35
63249087;Nov-15;7000.0;Current;7000.0; 36 months;юли.26;216.98;A;A4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63249087;CA;429.72
61362140;Oct-15;28000.0;Current;28000.0; 36 months;юли.26;867.9;A;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61362140;NY;2619.93
39450516;Feb-15;15000.0;Current;15000.0; 60 months;дек.39;336.64;C;C1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39450516;CA;
56118129;Aug-15;;Current;10000.0; 36 months;16.55;354.3;D;D2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56118129;SC;1762.31
50607190;Jun-15;7800.0;Current;7800.0; 36 months;сеп.99;251.65;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50607190;NV;1757.22
38587850;Jan-15;10000.0;Current;10000.0; 36 months;14.31;343.29;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38587850;NJ;4103.58
58040320;Aug-15;10000.0;Fully Paid;10000.0; 36 months;15.61;349.65;D;D1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58040320;MN;10482.82
52868374;Jul-15;20725.0;Current;20725.0; 60 months;15.61;499.71;D;D1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=52868374;;2962.31
46084262;Apr-15;10000.0;Fully Paid;10000.0; 36 months;;327.34;B;B4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46084262;FL;10391.37
40500329;Jan-15;20000.0;Current;20000.0; 36 months;авг.67;632.93;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40500329;IL;6942.96
60575726;Sep-15;12000.0;;12000.0; 36 months;дек.29;400.24;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60575726;FL;1192.53
61732652;Oct-15;15125.0;Current;15125.0; 60 months;17.86;382.93;D;D5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61732652;KS;1118.78
48625977;May-15;;Fully Paid;20000.0; 36 months;сеп.17;637.58;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48625977;MI;20620.16
43893580;Apr-15;8200.0;Charged Off;8200.0; 36 months;17.86;295.88;D;D5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43893580;TX;871.37
41430406;Feb-15;6000.0;Current;6000.0; 36 months;авг.18;188.52;B;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41430406;TX;1879.75
46366495;Apr-15;11400.0;Current;; 60 months;13.99;265.2;C;C4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46366495;CO;2112.74
57990627;Aug-15;10500.0;Current;10500.0; 36 months;май.32;316.21;A;A1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57990627;NY;
47179182;May-15;20050.0;;20050.0; 36 months;16.99;714.74;D;D3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=47179182;OH;5699.0
60175738;Sep-15;12000.0;Current;12000.0; 36 months;авг.18;377.04;B;B1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60175738;FL;1497.25
41070345;Mar-15;;Current;20000.0; 60 months;дек.29;447.83;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41070345;KY;5022.93
49077694;Jun-15;35000.0;Fully Paid;35000.0;;юли.26;1084.87;A;A4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49077694;CA;35341.82
46507116;Apr-15;5000.0;Fully Paid;5000.0; 36 months;дек.69;167.73;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46507116;GA;
54239012;Jul-15;25000.0;Current;25000.0; 60 months;19.99;662.21;;E4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54239012;MI;3945.5
53171175;Jul-15;20000.0;Current;20000.0; 60 months;сеп.99;424.85;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=53171175;OH;2560.2
41032907;Mar-15;10500.0;Current;10500.0; 36 months;юли.89;328.5;A;A5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41032907;IL;3280.4
50485709;Jun-15;10000.0;Current;10000.0; 36 months;дек.29;333.53;C;C1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50485709;MO;
63419265;Nov-15;13325.0;Current;13325.0; 36 months;сеп.99;429.9;B;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63419265;PA;852.4
59281250;Sep-15;4000.0;Current;4000.0; 36 months;14.65;137.98;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59281250;MI;558.2
54513477;Jul-15;12000.0;Current;12000.0; 36 months;15.61;419.58;D;D1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54513477;;2507.07
47737378;May-15;17950.0;Current;17950.0;;16.55;441.78;D;D2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=47737378;AZ;3075.96
46632954;Apr-15;15000.0;Current;15000.0; 36 months;май.93;455.86;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46632954;NY;
54100569;Jul-15;18000.0;Current;18000.0; 36 months;сеп.99;580.73;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54100569;;3474.39
52798510;Jun-15;14000.0;Current;14000.0; 36 months;сеп.99;451.68;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=52798510;;3153.99
66433793;Dec-15;10000.0;Current;10000.0;;сеп.17;318.79;B;B2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66433793;NC;308.6
44076076;Apr-15;15000.0;Current;15000.0; 60 months;16.99;372.71;D;D3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44076076;LA;3346.83
43947157;Apr-15;3000.0;Current;3000.0; 36 months;юни.92;92.53;A;A4;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43947157;CA;830.46
43966999;Apr-15;10000.0;Current;10000.0; 36 months;дек.69;335.45;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43966999;MN;3012.0
68132512;Dec-15;7000.0;Issued;7000.0; 36 months;15.77;245.31;D;D1;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=68132512;CA;0.0
57774144;Aug-15;4500.0;Current;4500.0; 36 months;13.33;152.34;C;C3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57774144;NC;758.37
66410337;Dec-15;13000.0;Current;13000.0; 36 months;юни.24;;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66410337;CA;410.42
64350672;Nov-15;4975.0;Current;4975.0; 36 months;18.49;181.09;E;E2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64350672;GA;351.96
46643412;May-15;16000.0;Current;16000.0; 36 months;май.93;486.25;A;A1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46643412;;3879.46
38644517;Jan-15;25000.0;Late (16-30 days);25000.0; 36 months;дек.39;835.03;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38644517;KY;
51948692;Jun-15;10000.0;Current;10000.0; 36 months;май.32;301.15;A;A1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51948692;NC;1803.94
65677312;Nov-15;34500.0;Fully Paid;34500.0; 60 months;21.99;952.66;;F1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65677312;OH;34524.24
46295356;Apr-15;9025.0;;9025.0; 36 months;13.99;308.41;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46295356;KY;2460.27
68614880;Dec-15;5600.0;Issued;5600.0; 36 months;9.авг;180.18;;B3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=68614880;WA;0.0
63468454;Nov-15;12000.0;Current;12000.0; 60 months;19.99;317.86;E;E4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63468454;CA;622.39
65611837;Dec-15;15000.0;Current;15000.0; 60 months;19.99;397.33;E;E4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65611837;CA;
57723116;Aug-15;14000.0;Current;14000.0; 60 months;дек.29;313.48;C;C1;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57723116;MI;1557.84
60195499;Sep-15;35000.0;Current;35000.0;;дек.29;783.7;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60195499;TX;3110.9
46716467;May-15;4000.0;Current;4000.0; 36 months;юни.92;123.37;A;A4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46716467;GA;985.42
57674191;Aug-15;7300.0;Current;7300.0; 36 months;19.19;268.3;E;E3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57674191;TN;
46725341;Apr-15;11000.0;;11000.0; 60 months;13.33;252.15;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46725341;NY;2000.91
56069525;Jul-15;30000.0;Current;30000.0; 60 months;16.55;738.34;D;D2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56069525;WI;3636.53
65413223;Nov-15;4000.0;Current;; 36 months;13.18;135.13;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65413223;MN;267.33
48080550;May-15;8000.0;Fully Paid;8000.0; 36 months;юни.92;246.73;A;A4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48080550;OH;8254.47
42324737;Mar-15;18000.0;Fully Paid;18000.0; 36 months;юни.92;555.13;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=42324737;NJ;18429.93
54900029;Jul-15;15000.0;;15000.0; 36 months;ное.53;494.86;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54900029;MN;2959.55
66645389;Dec-15;7500.0;Current;7500.0; 36 months;17.57;269.53;D;D4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66645389;NC;254.89
51938184;Jun-15;14000.0;Current;14000.0; 60 months;13.33;;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51938184;TX;2240.94
67615782;Dec-15;1000.0;Current;1000.0; 36 months;дек.59;33.5;C;C2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=67615782;FL;0.0
40412780;Feb-15;30750.0;Current;30750.0;;15.99;747.62;D;D2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40412780;HI;8196.5
65068821;Nov-15;16000.0;Current;16000.0; 36 months;окт.99;523.75;B;B4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65068821;OH;1027.96
63430623;Nov-15;14000.0;Current;14000.0; 36 months;дек.29;466.95;C;C1;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63430623;TX;924.34
42915512;Mar-15;12000.0;Current;12000.0; 60 months;дек.69;271.14;C;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=42915512;MI;2702.94
63897940;Nov-15;4000.0;Current;4000.0; 36 months;12.май;132.96;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63897940;CA;273.63
46517733;Apr-15;7000.0;Current;7000.0; 36 months;сеп.17;223.16;;B2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46517733;CA;1781.71
61912432;Oct-15;31625.0;Current;31625.0; 60 months;17.86;800.67;D;D5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61912432;UT;2370.63
65976451;Dec-15;19000.0;Current;19000.0; 36 months;15.41;662.47;D;D1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65976451;NJ;646.2
43349845;Mar-15;24800.0;Current;24800.0; 36 months;16.99;884.07;D;D3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43349845;TX;7933.22
55919101;Jul-15;35000.0;Current;35000.0; 60 months;19.99;927.1;E;E4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55919101;NV;4557.76
58532172;Aug-15;10000.0;Current;10000.0; 36 months;дек.29;333.53;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58532172;MI;1343.16
57114727;Aug-15;15000.0;Current;15000.0; 60 months;сеп.99;318.64;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57114727;IL;1576.55
44078309;Apr-15;15000.0;Current;15000.0; 60 months;13.99;348.95;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44078309;;3128.89
43739209;Mar-15;16000.0;Current;16000.0; 60 months;17.57;402.57;D;D4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43739209;NJ;3607.51
55149721;Jul-15;11925.0;Current;11925.0; 36 months;13.99;;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55149721;OK;2426.58
14428496;Jan-15;21000.0;Current;21000.0; 60 months;дек.39;471.29;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=14428496;NY;5155.28
68576389;Dec-15;;Issued;6000.0; 36 months;9.авг;193.05;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=68576389;FL;0.0
66440711;Dec-15;20000.0;Current;20000.0; 36 months;сеп.76;643.1;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66440711;OK;621.41
55432088;Jul-15;15000.0;Current;; 36 months;18.55;546.44;E;E2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55432088;PA;3247.72
57346797;Aug-15;7500.0;;7500.0; 36 months;май.32;225.87;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57346797;CA;1127.13
48070836;May-15;8000.0;Current;; 36 months;юни.39;244.8;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48070836;MA;1955.56
60784976;Oct-15;6000.0;Current;6000.0; 36 months;авг.18;188.52;B;B1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60784976;;560.11
56582444;Aug-15;19800.0;Current;19800.0; 36 months;13.99;676.63;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56582444;;3352.37
67625954;Dec-15;25000.0;Current;25000.0; 36 months;15.41;871.67;D;D1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=67625954;CA;0.0
65944693;Dec-15;15000.0;Current;; 60 months;дек.59;338.16;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65944693;GA;327.67
63557646;Nov-15;;Current;12500.0; 60 months;19.19;325.57;E;E3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63557646;FL;631.15
43699392;Mar-15;20000.0;;20000.0; 36 months;юни.39;611.98;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43699392;CA;20655.25
66535078;Dec-15;10000.0;Current;10000.0; 36 months;13.67;340.18;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66535078;TX;332.59
55158296;Jul-15;18000.0;Current;18000.0; 36 months;юни.24;549.56;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55158296;;3291.12
46723486;Apr-15;4200.0;Current;4200.0; 36 months;сеп.99;135.51;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46723486;VA;1081.75
59229615;Sep-15;8000.0;Current;8000.0; 36 months;16.55;283.44;D;;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59229615;CA;1115.37
57306470;Aug-15;13200.0;Current;13200.0; 36 months;авг.18;414.74;B;B1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57306470;TX;2067.7
46661002;;6000.0;Current;6000.0; 36 months;окт.99;196.41;B;B4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46661002;CA;1567.62
64079044;Nov-15;8000.0;Current;8000.0; 36 months;ное.49;263.78;B;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64079044;TX;522.45
61538980;Oct-15;7200.0;Current;7200.0; 36 months;14.65;248.36;C;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61538980;NJ;730.43
39359312;Jan-15;15000.0;;15000.0; 36 months;авг.67;474.7;B;B1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39359312;MD;5207.25
62013478;Oct-15;6000.0;Current;6000.0; 36 months;окт.99;196.41;;B4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62013478;WA;396.48
51881063;Jul-15;35000.0;Current;35000.0; 60 months;дек.29;783.7;C;C1;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51881063;NC;4678.3
40431779;Feb-15;6000.0;Current;6000.0; 36 months;;202.14;C;C2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40431779;PA;2214.88
57752164;Aug-15;6000.0;Current;6000.0; 36 months;сеп.17;191.28;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57752164;CA;771.23
56320523;Jul-15;6000.0;Current;6000.0; 36 months;14.65;206.97;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56320523;FL;1029.97
38635267;Jan-15;21000.0;Current;21000.0; 60 months;15.99;510.57;D;D2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38635267;NY;6089.53
61036730;Oct-15;6000.0;Current;; 36 months;13.33;203.12;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61036730;CA;591.59
57154832;Aug-15;2625.0;Current;2625.0; 36 months;15.61;91.79;D;D1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57154832;;456.67
56071028;Jul-15;9600.0;;9600.0; 36 months;14.65;331.15;C;C5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56071028;MD;1640.12
49603140;May-15;16000.0;Current;16000.0; 36 months;юли.26;495.94;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49603140;TX;3961.07
62287847;Oct-15;13200.0;Current;13200.0; 36 months;;476.29;D;D5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62287847;NY;997.16
65404064;Nov-15;17000.0;In Grace Period;17000.0; 60 months;;388.38;C;C3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65404064;CA;375.1
48202945;May-15;10000.0;Current;10000.0; 36 months;дек.29;333.53;C;C1;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48202945;FL;2688.71
65344709;;24200.0;Current;24200.0; 60 months;17.57;608.88;D;D4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65344709;MN;573.45
65741404;Nov-15;25000.0;Current;25000.0; 36 months;ное.49;824.29;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65741404;CA;1632.62
41470216;Feb-15;28000.0;Current;28000.0; 60 months;юли.89;566.27;A;A5;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41470216;TX;5638.15
43275697;Mar-15;25000.0;Fully Paid;25000.0;;юли.89;782.15;A;A5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43275697;CA;26034.81
42964772;Mar-15;8000.0;Late (31-120 days);8000.0; 36 months;17.86;288.66;D;D5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=42964772;TX;1988.86
56350168;;18000.0;Current;18000.0; 36 months;дек.69;603.81;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56350168;MA;2993.67
63340580;Oct-15;14000.0;Current;; 60 months;21.99;386.59;F;F1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63340580;CA;738.97
38414180;Jan-15;;Current;26050.0; 60 months;19.99;690.03;E;E3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38414180;NH;8251.43
63274288;Oct-15;3325.0;Current;3325.0; 36 months;13.99;113.63;C;C4;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63274288;CO;224.68
57674634;Sep-15;15000.0;Current;15000.0; 36 months;;478.19;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57674634;NY;1878.37
60025537;Sep-15;11025.0;Current;11025.0; 60 months;16.55;271.34;D;D2;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60025537;MD;854.34
57167455;Aug-15;7000.0;Current;7000.0; 36 months;13.33;236.98;C;C3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57167455;IL;1179.72
62589584;Oct-15;23825.0;Current;23825.0; 60 months;13.33;546.13;C;C3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62589584;CA;1136.36
51848796;Jun-15;11400.0;Current;11400.0;;сеп.17;363.42;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51848796;NJ;2538.13
46755639;May-15;10000.0;Current;10000.0; 36 months;авг.18;314.2;B;B1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46755639;AZ;2504.51
59071178;Aug-15;20000.0;Current;20000.0; 36 months;май.32;602.3;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59071178;TX;2397.38
63889509;Nov-15;5000.0;Current;5000.0; 36 months;окт.99;163.67;B;B4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63889509;MN;324.29
46671463;Apr-15;12000.0;Current;12000.0; 60 months;15.61;289.34;D;D1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46671463;PA;2293.91
51928963;Jun-15;35000.0;Current;35000.0; 60 months;ное.53;770.27;B;B5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51928963;TX;4599.2
63485450;Oct-15;35000.0;Current;35000.0; 36 months;13.99;1196.05;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63485450;NY;2364.9
48726375;May-15;6500.0;Current;6500.0;;14.65;224.22;C;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48726375;WY;1788.47
55100755;Jul-15;9600.0;Current;9600.0; 36 months;14.65;331.15;C;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55100755;NH;1647.94
49924306;May-15;12000.0;Current;12000.0; 36 months;юни.89;369.93;A;A3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49924306;;2578.03
59132709;Sep-15;;Current;19600.0; 60 months;26.77;595.81;G;G1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59132709;CA;2310.37
49973152;May-15;3000.0;Current;3000.0; 36 months;сеп.99;96.79;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49973152;CA;675.87
62449802;Nov-15;5000.0;Current;5000.0; 36 months;сеп.99;;B;B3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62449802;AR;317.09
53984510;Jul-15;20000.0;Current;; 36 months;юни.89;616.54;A;A3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=53984510;NY;3683.93
58400580;Aug-15;8000.0;Current;8000.0; 36 months;13.33;270.83;C;C3;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58400580;TX;1077.4
43004401;Apr-15;6250.0;Current;6250.0; 36 months;15.61;;D;D1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43004401;CA;1955.93
49994591;May-15;12500.0;Default;12500.0; 60 months;22.99;352.31;F;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49994591;WI;1017.02
59013213;Aug-15;28000.0;Current;28000.0; 60 months;юли.26;557.88;;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59013213;IN;2208.93
46497029;Apr-15;;Current;15625.0; 36 months;авг.18;490.93;B;B1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46497029;GA;3920.34
39682461;Jan-15;6000.0;Fully Paid;6000.0; 36 months;ное.99;199.26;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39682461;GA;6254.18
49956815;Jun-15;20000.0;Current;20000.0; 36 months;13.99;683.46;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49956815;GA;4768.68
54485613;Aug-15;20000.0;Current;20000.0; 60 months;;510.6;E;E1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54485613;IN;2532.72
63487095;Oct-15;18325.0;;18325.0; 60 months;24.99;537.76;F;F4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63487095;GA;1050.08
55254842;Aug-15;15000.0;Current;15000.0; 36 months;юни.24;457.97;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55254842;NV;2279.45
57794381;Aug-15;20000.0;Current;20000.0; 60 months;17.57;503.21;D;D4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57794381;NC;2050.01
